Date,CUSIP,Name,MV%
2024-04-08,031100100,"AMETEK, Inc.",0.014238589837571983
2024-04-08,N07059210,ASML Holding NV ADR,0.02090278011377339
2024-04-08,00724F101,Adobe Inc.,0.018541621675058483
2024-04-08,007903107,"Advanced Micro Devices, Inc.",0.017165863908292344
2024-04-08,02079K305,Alphabet Inc. Class A,0.026185267505074317
2024-04-08,023135106,"Amazon.com, Inc.",0.024619329769652885
2024-04-08,037833100,Apple Inc.,0.021318991559547078
2024-04-08,09260D107,Blackstone Group Inc.,0.015266425252554793
2024-04-08,09857L108,Booking Holdings Inc.,0.019149714733318408
2024-04-08,81369Y852,Communication Services Select Sector SPDR Fund,0.00412532704516677
2024-04-08,81369Y407,Consumer Discretionary Select Sector SPDR Fund,0.0024961200650562435
2024-04-08,81369Y308,Consumer Staples Select Sector SPDR Fund,0.0014997650609458008
2024-04-08,22160K105,Costco Wholesale Corporation,0.012112470953005494
2024-04-08,22788C105,"CrowdStrike Holdings, Inc. Class A",0.009008832134482269
2024-04-08,23804L103,Datadog Inc Class A,0.008693698332266346
2024-04-08,81369Y506,Energy Select Sector SPDR Fund,0.00020730275970411968
2024-04-08,30303M102,"Facebook, Inc. Class A",0.023746173778902417
2024-04-08,81369Y605,Financial Select Sector SPDR Fund,0.005949904007616959
2024-04-08,36828A101,GE Vernova,0.0033171844840321034
2024-04-08,369604301,General Electric Company,0.016479867468397254
2024-04-08,38141G104,"Goldman Sachs Group, Inc.",0.015281718776485355
2024-04-08,81369Y209,Health Care Select Sector SPDR Fund,0.006680483515882647
2024-04-08,45168D104,"IDEXX Laboratories, Inc.",0.013684938746628156
2024-04-08,81369Y704,Industrial Select Sector SPDR Fund,0.004803102418303639
2024-04-08,46625H100,JPMorgan Chase & Co.,0.016253846626552805
2024-04-08,548661107,"Lowe's Companies, Inc.",0.015222065524937007
2024-04-08,81369Y100,Materials Select Sector SPDR Fund,0.001579806132643585
2024-04-08,580135101,McDonald's Corporation,0.013374197312550844
2024-04-08,594918104,Microsoft Corporation,0.02528753339624072
2024-04-08,000496514,Moncler SpA,0.008389542217273671
2024-04-08,682189105,On Semiconductor,0.012795563963114046
2024-04-08,743315103,Progressive Corporation,0.02371808602041798
2024-04-08,81369Y860,Real Estate Select Sector SPDR Fund,8.233829086955134e-05
2024-04-08,75886F107,"Regeneron Pharmaceuticals, Inc.",0.013973388646520169
2024-04-08,776696106,"Roper Technologies, Inc.",0.019065419552043276
2024-04-08,78409V104,"S&P Global, Inc.",0.02262270598062084
2024-04-08,78462F103,SPDR S&P 500 ETF Trust,0.17708701052690556
2024-04-08,806857108,Schlumberger NV,0.01580508060723847
2024-04-08,81762P102,"ServiceNow, Inc.",0.01671014241981905
2024-04-08,824348106,Sherwin-Williams Company,0.020497788882009958
2024-04-08,863667101,Stryker Corporation,0.00743937412338558
2024-04-08,81369Y803,Technology Select Sector SPDR Fund,0.01096549919930908
2024-04-08,CASHUSD,U.S. Dollar,0.17869353073994992
2024-04-08,907818108,Union Pacific Corporation,0.01942217981647354
2024-04-08,91324P102,UnitedHealth Group Incorporated,0.021548894276380855
2024-04-08,81369Y886,Utilities Select Sector SPDR Fund,0.00013951352358909514
2024-04-08,92826C839,Visa Inc. Class A,0.009748377178682216
2024-04-08,929160109,Vulcan Materials Company,0.014055875831224928
2024-04-08,931142103,Walmart Inc.,0.014114242214626128
2024-04-08,79466L302,"salesforce.com, inc.",0.015082211672581723
